datetime,open,close,high,low,volume
2013-12-06 09:01:00,126.05,124.15,126.5,124.05,2622
2013-12-06 09:02:00,124.55,124.55,124.6,123.0,1336
2013-12-06 09:03:00,124.65,124.5,124.85,124.4,672
2013-12-06 09:04:00,124.45,124.4,124.55,124.15,488
2013-12-06 09:05:00,124.4,124.65,124.7,124.4,546
2013-12-06 09:06:00,124.65,124.9,124.9,124.55,398
2013-12-06 09:07:00,124.9,125.1,125.3,124.9,824
2013-12-06 09:08:00,125.1,124.8,125.1,124.75,604
2013-12-06 09:09:00,124.8,125.2,125.2,124.8,288
2013-12-06 09:10:00,125.25,126.45,126.6,125.25,1306
2013-12-06 09:11:00,126.45,127.4,129.0,126.25,2004
2013-12-06 09:12:00,127.4,126.8,127.4,126.75,866
2013-12-06 09:13:00,126.8,127.45,127.45,126.75,816
2013-12-06 09:14:00,127.45,127.45,127.8,127.35,720
2013-12-06 09:15:00,127.5,127.35,128.0,127.3,1154
2013-12-06 09:16:00,127.4,127.1,127.4,127.05,634
2013-12-06 09:17:00,127.1,127.5,127.65,127.1,704
2013-12-06 09:18:00,127.5,128.05,128.3,127.5,1272
2013-12-06 09:19:00,128.05,128.0,128.15,127.8,778
2013-12-06 09:20:00,127.95,128.5,128.5,127.95,1452
2013-12-06 09:21:00,128.5,127.9,128.65,127.9,1350
2013-12-06 09:22:00,127.9,127.65,128.05,127.65,1188
2013-12-06 09:23:00,127.65,127.8,127.8,127.55,700
2013-12-06 09:24:00,127.8,127.9,127.9,127.7,254
2013-12-06 09:25:00,127.9,127.55,127.9,127.55,454
2013-12-06 09:26:00,127.55,127.6,127.6,127.4,1112
2013-12-06 09:27:00,127.6,128.15,128.35,127.6,1022
2013-12-06 09:28:00,128.2,128.05,128.35,128.05,628
2013-12-06 09:29:00,128.05,128.1,128.15,128.05,502
2013-12-06 09:30:00,128.1,128.05,128.1,128.0,400
2013-12-06 09:31:00,128.05,128.5,128.5,128.0,632
2013-12-06 09:32:00,128.5,128.15,128.5,128.1,392
2013-12-06 09:33:00,128.15,128.2,128.4,128.15,424
2013-12-06 09:34:00,128.2,128.3,128.35,128.1,448
2013-12-06 09:35:00,128.3,128.25,128.3,128.2,390
2013-12-06 09:36:00,128.2,128.2,128.25,128.2,132
2013-12-06 09:37:00,128.2,128.25,128.25,128.15,226
2013-12-06 09:38:00,128.25,128.35,128.35,128.25,158
2013-12-06 09:39:00,128.35,128.75,128.9,128.3,1376
2013-12-06 09:40:00,128.75,128.45,128.75,128.35,856
2013-12-06 09:41:00,128.45,128.25,128.45,128.2,500
2013-12-06 09:42:00,128.2,128.15,128.25,128.0,646
2013-12-06 09:43:00,128.1,128.05,128.15,128.05,326
2013-12-06 09:44:00,128.05,128.25,128.3,128.05,300
2013-12-06 09:45:00,128.25,127.75,128.25,127.65,912
2013-12-06 09:46:00,127.75,127.9,127.9,127.75,366
2013-12-06 09:47:00,127.9,127.9,127.95,127.9,140
2013-12-06 09:48:00,127.9,128.05,128.05,127.9,460
2013-12-06 09:49:00,128.05,128.1,128.1,128.05,108
2013-12-06 09:50:00,128.05,128.0,128.05,127.95,226
2013-12-06 09:51:00,128.0,128.1,128.1,128.0,98
2013-12-06 09:52:00,128.05,128.05,128.05,128.05,16
2013-12-06 09:53:00,128.05,128.15,128.25,128.05,178
2013-12-06 09:54:00,128.2,128.15,128.2,128.1,72
2013-12-06 09:55:00,128.15,128.1,128.15,128.05,128
2013-12-06 09:56:00,128.1,128.0,128.1,128.0,156
2013-12-06 09:57:00,128.0,127.9,128.0,127.85,202
2013-12-06 09:58:00,127.9,127.9,127.9,127.85,44
2013-12-06 09:59:00,127.9,127.7,127.9,127.7,446
2013-12-06 10:00:00,127.7,127.75,127.75,127.7,336
2013-12-06 10:01:00,127.75,127.45,127.75,127.4,1240
2013-12-06 10:02:00,127.5,127.5,127.6,127.45,808
2013-12-06 10:03:00,127.5,127.4,127.55,127.2,1006
2013-12-06 10:04:00,127.4,127.55,127.65,127.4,576
2013-12-06 10:05:00,127.55,127.6,127.6,127.5,314
2013-12-06 10:06:00,127.6,127.6,127.6,127.55,42
2013-12-06 10:07:00,127.6,127.75,127.8,127.55,464
2013-12-06 10:08:00,127.75,127.7,127.75,127.65,170
2013-12-06 10:09:00,127.7,127.35,127.7,127.35,438
2013-12-06 10:10:00,127.35,127.55,127.6,127.35,280
2013-12-06 10:11:00,127.55,127.55,127.6,127.55,76
2013-12-06 10:12:00,127.55,127.4,127.55,127.35,290
2013-12-06 10:13:00,127.35,127.0,127.4,126.95,1300
2013-12-06 10:14:00,127.0,126.95,127.1,126.95,900
2013-12-06 10:15:00,126.95,126.95,127.0,126.8,842
2013-12-06 10:16:00,126.95,126.95,126.95,126.95,0
2013-12-06 10:17:00,126.95,126.95,126.95,126.95,0
2013-12-06 10:18:00,126.95,126.95,126.95,126.95,0
2013-12-06 10:19:00,126.95,126.95,126.95,126.95,0
2013-12-06 10:20:00,126.95,126.95,126.95,126.95,0
2013-12-06 10:21:00,126.95,126.95,126.95,126.95,0
2013-12-06 10:22:00,126.95,126.95,126.95,126.95,0
2013-12-06 10:23:00,126.95,126.95,126.95,126.95,0
2013-12-06 10:24:00,126.95,126.95,126.95,126.95,0
2013-12-06 10:25:00,126.95,126.95,126.95,126.95,0
2013-12-06 10:26:00,126.95,126.95,126.95,126.95,0
2013-12-06 10:27:00,126.95,126.95,126.95,126.95,0
2013-12-06 10:28:00,126.95,126.95,126.95,126.95,0
2013-12-06 10:29:00,126.95,126.95,126.95,126.95,0
2013-12-06 10:30:00,126.95,126.95,126.95,126.95,0
2013-12-06 10:31:00,126.9,126.95,127.05,126.9,152
2013-12-06 10:32:00,126.95,126.9,127.0,126.8,98
2013-12-06 10:33:00,126.85,126.95,126.95,126.8,416
2013-12-06 10:34:00,127.0,127.1,127.2,126.95,280
2013-12-06 10:35:00,127.1,127.15,127.2,127.1,208
2013-12-06 10:36:00,127.2,127.1,127.2,127.05,110
2013-12-06 10:37:00,127.1,127.2,127.2,127.05,134
2013-12-06 10:38:00,127.2,127.25,127.3,127.2,296
2013-12-06 10:39:00,127.25,127.25,127.25,127.2,74
2013-12-06 10:40:00,127.25,127.25,127.3,127.2,42
2013-12-06 10:41:00,127.25,127.2,127.25,127.15,80
2013-12-06 10:42:00,127.15,127.2,127.2,127.15,180
2013-12-06 10:43:00,127.2,127.3,127.3,127.2,186
2013-12-06 10:44:00,127.3,127.4,127.45,127.25,170
2013-12-06 10:45:00,127.4,127.45,127.6,127.4,474
2013-12-06 10:46:00,127.45,127.4,127.5,127.4,142
2013-12-06 10:47:00,127.4,127.35,127.45,127.35,124
2013-12-06 10:48:00,127.35,127.3,127.35,127.2,234
2013-12-06 10:49:00,127.3,127.25,127.3,127.25,26
2013-12-06 10:50:00,127.25,127.2,127.3,127.2,186
2013-12-06 10:51:00,127.2,127.25,127.25,127.15,104
2013-12-06 10:52:00,127.25,127.25,127.25,127.2,42
2013-12-06 10:53:00,127.25,127.25,127.25,127.25,40
2013-12-06 10:54:00,127.25,127.25,127.25,127.25,44
2013-12-06 10:55:00,127.25,127.25,127.25,127.25,8
2013-12-06 10:56:00,127.25,127.25,127.3,127.25,34
2013-12-06 10:57:00,127.25,127.1,127.25,127.1,122
2013-12-06 10:58:00,127.1,127.1,127.1,127.0,210
2013-12-06 10:59:00,127.1,127.05,127.1,127.0,88
2013-12-06 11:00:00,127.05,127.05,127.05,127.05,30
2013-12-06 11:01:00,127.05,127.0,127.1,127.0,46
2013-12-06 11:02:00,127.0,127.15,127.15,127.0,202
2013-12-06 11:03:00,127.15,127.0,127.15,126.85,366
2013-12-06 11:04:00,127.0,126.9,127.05,126.9,180
2013-12-06 11:05:00,126.95,127.05,127.05,126.95,110
2013-12-06 11:06:00,127.05,127.1,127.1,127.05,68
2013-12-06 11:07:00,127.1,127.1,127.1,127.05,58
2013-12-06 11:08:00,127.1,127.05,127.1,127.05,62
2013-12-06 11:09:00,127.05,127.15,127.15,127.05,42
2013-12-06 11:10:00,127.15,127.05,127.15,127.05,38
2013-12-06 11:11:00,127.05,127.15,127.15,127.05,38
2013-12-06 11:12:00,127.15,127.2,127.25,127.15,192
2013-12-06 11:13:00,127.2,127.2,127.25,127.2,116
2013-12-06 11:14:00,127.2,127.25,127.25,127.2,134
2013-12-06 11:15:00,127.25,127.3,127.35,127.25,98
2013-12-06 11:16:00,127.3,127.2,127.35,127.2,104
2013-12-06 11:17:00,127.2,127.3,127.3,127.2,64
2013-12-06 11:18:00,127.3,127.35,127.35,127.3,70
2013-12-06 11:19:00,127.35,127.35,127.35,127.3,78
2013-12-06 11:20:00,127.35,127.25,127.35,127.25,78
2013-12-06 11:21:00,127.25,127.25,127.25,127.2,84
2013-12-06 11:22:00,127.25,127.3,127.3,127.2,18
2013-12-06 11:23:00,127.3,127.3,127.3,127.25,18
2013-12-06 11:24:00,127.3,127.25,127.3,127.25,42
2013-12-06 11:25:00,127.2,127.05,127.25,127.0,228
2013-12-06 11:26:00,127.05,127.0,127.1,126.95,140
2013-12-06 11:27:00,127.0,126.75,127.0,126.75,756
2013-12-06 11:28:00,126.75,126.7,126.75,126.5,786
2013-12-06 11:29:00,126.7,126.7,126.75,126.65,200
2013-12-06 11:30:00,126.7,126.7,126.75,126.65,354
2013-12-06 13:31:00,126.75,126.65,126.75,126.65,134
2013-12-06 13:32:00,126.65,126.7,126.7,126.65,122
2013-12-06 13:33:00,126.65,126.75,126.75,126.65,78
2013-12-06 13:34:00,126.75,126.75,126.8,126.7,36
2013-12-06 13:35:00,126.75,126.95,126.95,126.75,174
2013-12-06 13:36:00,126.95,126.9,127.0,126.9,158
2013-12-06 13:37:00,126.9,126.9,126.9,126.8,80
2013-12-06 13:38:00,126.9,126.9,126.9,126.8,90
2013-12-06 13:39:00,126.9,126.8,126.9,126.8,100
2013-12-06 13:40:00,126.75,126.7,126.8,126.7,50
2013-12-06 13:41:00,126.7,126.65,126.7,126.6,174
2013-12-06 13:42:00,126.65,126.7,126.7,126.65,52
2013-12-06 13:43:00,126.75,126.8,126.8,126.65,78
2013-12-06 13:44:00,126.8,126.8,126.8,126.75,102
2013-12-06 13:45:00,126.75,126.7,126.75,126.65,78
2013-12-06 13:46:00,126.7,126.45,126.7,126.45,220
2013-12-06 13:47:00,126.45,126.55,126.55,126.45,200
2013-12-06 13:48:00,126.5,126.45,126.5,126.4,198
2013-12-06 13:49:00,126.45,126.35,126.5,126.35,950
2013-12-06 13:50:00,126.4,126.25,126.4,126.2,324
2013-12-06 13:51:00,126.25,126.1,126.25,126.1,322
2013-12-06 13:52:00,126.05,126.3,126.3,126.05,428
2013-12-06 13:53:00,126.3,126.3,126.35,126.25,148
2013-12-06 13:54:00,126.3,126.3,126.3,126.3,32
2013-12-06 13:55:00,126.3,126.3,126.3,126.3,30
2013-12-06 13:56:00,126.3,126.3,126.3,126.3,32
2013-12-06 13:57:00,126.3,126.2,126.3,126.2,96
2013-12-06 13:58:00,126.2,126.2,126.25,126.2,40
2013-12-06 13:59:00,126.2,125.9,126.2,125.85,356
2013-12-06 14:00:00,125.9,125.6,125.95,125.5,602
2013-12-06 14:01:00,125.6,125.8,125.8,125.55,330
2013-12-06 14:02:00,125.8,125.75,125.8,125.7,276
2013-12-06 14:03:00,125.75,125.55,125.75,125.5,276
