datetime,open,high,low,close,volume
2015-04-28,56.9,57.46,56.6,56.78,942670.0
2015-04-29,56.86,57.0,56.28,56.48,660264.0
2015-04-30,56.62,57.16,56.32,56.96,755276.0
2015-05-04,56.84,58.12,56.74,58.06,908668.0
2015-05-05,58.18,59.34,58.16,58.78,1425754.0
2015-05-06,58.96,59.88,58.92,59.46,1398154.0
2015-05-07,59.5,59.58,58.6,58.9,1119022.0
2015-05-08,58.86,58.86,58.1,58.14,934224.0
2015-05-11,58.4,59.24,58.22,59.2,979014.0
2015-05-12,59.16,59.46,58.68,58.9,970910.0
2015-05-13,59.2,59.42,58.82,58.88,966702.0
2015-05-14,58.86,58.98,58.36,58.84,818794.0
2015-05-15,58.98,59.18,58.5,58.8,1070172.0
2015-05-18,58.52,58.7,58.26,58.64,637412.0
2015-05-19,58.6,58.66,57.62,57.72,662408.0
2015-05-20,57.52,57.54,56.26,56.74,883958.0
2015-05-21,56.9,57.24,56.68,57.04,539460.0
2015-05-22,57.24,57.5,56.84,57.06,528966.0
2015-05-25,56.78,56.94,56.32,56.72,512664.0
2015-05-26,56.62,58.2,56.62,57.62,888554.0
2015-05-27,57.5,58.06,57.44,57.56,714074.0
2015-05-28,57.22,58.1,57.2,57.54,703746.0
2015-05-29,57.6,57.76,57.32,57.38,466280.0
2015-06-01,57.52,58.92,57.42,58.56,1220394.0
2015-06-02,58.78,59.5,58.78,59.12,1041176.0
2015-06-03,59.08,59.36,58.28,58.32,762444.0
2015-06-04,58.32,58.66,57.68,58.22,663920.0
2015-06-05,58.22,58.42,57.5,58.08,616906.0
2015-06-08,58.22,58.52,57.66,57.8,607636.0
2015-06-09,57.66,57.92,56.94,57.22,544706.0
2015-06-10,57.3,57.56,57.12,57.42,356548.0
2015-06-11,57.6,57.82,57.36,57.64,363006.0
2015-06-12,57.54,57.56,56.62,56.66,412330.0
2015-06-15,58.5,58.74,57.92,58.28,348562.0
2015-06-16,58.2,59.24,57.9,59.2,479556.0
2015-06-17,59.24,59.56,58.7,59.22,603032.0
2015-06-18,59.2,59.62,58.42,58.52,595626.0
2015-06-19,58.32,58.68,57.96,58.48,499496.0
2015-06-23,59.0,59.1,58.44,58.64,272426.0
2015-06-24,58.34,59.02,58.2,58.76,509568.0
2015-06-25,58.88,59.42,58.62,58.64,594190.0
2015-06-26,58.82,59.18,57.76,58.3,730364.0
2015-06-29,58.8,58.94,57.62,57.82,659902.0
2015-06-30,58.0,58.16,56.66,57.16,631540.0
2015-07-01,57.08,59.24,57.0,58.62,625622.0
2015-07-02,58.66,58.7,57.6,58.12,528954.0
2015-07-03,57.98,58.64,57.96,58.34,458912.0
2015-07-06,58.26,58.3,56.46,57.26,585762.0
2015-07-07,57.2,57.62,56.48,56.78,563438.0
2015-07-08,56.5,56.54,54.74,54.74,460374.0
2015-07-09,53.9,56.28,52.02,55.48,999486.0
2015-07-10,56.02,56.72,55.82,56.72,492692.0
2015-07-13,57.26,57.5,55.74,56.44,601050.0
2015-07-14,56.38,57.74,56.04,57.28,758096.0
2015-07-15,57.3,57.66,56.66,56.9,708722.0
2015-07-16,56.7,56.88,56.02,56.58,537944.0
2015-07-17,56.8,57.04,55.82,56.24,606724.0
2015-07-20,56.0,56.56,55.66,56.46,667410.0
2015-07-21,56.54,56.92,56.34,56.88,617350.0
2015-07-22,56.98,57.14,56.48,56.74,502226.0
2015-07-23,56.5,56.54,56.0,56.04,492832.0
2015-07-24,56.1,56.34,55.56,55.82,512420.0
2015-07-27,55.6,55.92,54.68,54.9,655820.0
2015-07-28,54.62,54.98,54.2,54.74,523390.0
2015-07-29,54.7,55.42,54.7,55.02,516644.0
2015-07-30,54.88,55.28,54.68,54.88,441224.0
2015-07-31,55.2,55.42,54.76,54.84,412152.0
2015-08-03,54.72,55.0,53.82,54.02,497370.0
2015-08-04,53.82,54.52,53.64,54.46,533788.0
2015-08-05,54.7,55.08,54.56,54.96,563128.0
2015-08-06,54.9,54.94,54.22,54.32,457588.0
2015-08-07,54.38,55.02,53.86,54.94,709186.0
2015-08-10,54.76,55.88,54.62,55.3,722070.0
2015-08-11,55.24,56.58,55.22,56.12,1000500.0
2015-08-12,55.82,56.62,55.56,56.62,806346.0
2015-08-13,56.64,57.36,54.66,56.04,992694.0
2015-08-14,55.88,56.22,55.26,55.28,684888.0
2015-08-17,55.12,55.96,55.12,55.84,578566.0
2015-08-18,56.06,56.26,55.22,55.36,579794.0
2015-08-19,55.34,55.66,54.86,55.58,689676.0
2015-08-20,55.56,55.92,55.0,55.2,786540.0
2015-08-21,55.48,56.14,55.32,55.64,836972.0
2015-08-24,55.44,55.7,53.44,53.44,1004028.0
2015-08-25,52.74,53.9,51.8,52.02,1312074.0
2015-08-26,53.24,53.58,52.24,52.42,1019384.0
2015-08-27,52.68,53.2,52.28,53.14,735532.0
2015-08-28,53.4,54.54,53.22,54.08,1052194.0
2015-08-31,54.12,54.3,53.6,53.78,725834.0
2015-09-01,53.56,54.4,53.44,53.92,607048.0
2015-09-02,53.76,53.92,53.2,53.6,466724.0
2015-09-07,53.3,53.48,53.0,53.18,275332.0
2015-09-08,53.4,54.08,53.24,53.94,448350.0
2015-09-09,54.2,54.38,53.98,54.04,584294.0
2015-09-10,54.16,54.48,53.68,54.4,641788.0
2015-09-11,54.4,54.7,54.22,54.26,588360.0
2015-09-14,54.02,54.42,53.56,54.26,645106.0
2015-09-15,54.44,54.92,53.9,54.02,807730.0
2015-09-16,53.9,54.18,53.66,54.16,658020.0
2015-09-17,54.24,54.3,53.82,53.84,527706.0
2015-09-18,53.74,54.18,53.68,53.76,499992.0
2015-09-21,53.58,53.88,53.3,53.82,463540.0
2015-09-22,53.9,54.0,53.1,53.24,616492.0
2015-09-23,53.1,53.32,52.72,52.92,677168.0
2015-09-24,53.16,53.42,52.88,53.26,581564.0
2015-09-25,53.12,54.32,53.04,54.08,1127426.0
2015-09-28,54.52,54.68,54.14,54.42,405324.0
2015-09-29,54.6,54.6,53.34,53.62,689774.0
2015-09-30,54.02,54.2,53.72,54.06,367214.0
2015-10-08,55.28,55.28,54.3,54.42,327212.0
2015-10-09,54.4,55.46,54.38,55.2,634732.0
2015-10-12,55.3,56.5,54.84,56.28,1009926.0
2015-10-13,56.24,56.66,55.54,56.48,910656.0
2015-10-14,56.58,56.68,56.24,56.34,709030.0
2015-10-15,56.68,56.86,56.3,56.5,680356.0
2015-10-16,56.3,56.62,55.9,56.4,779008.0
2015-10-19,56.26,56.46,55.88,55.96,630380.0
2015-10-20,55.78,55.94,55.16,55.4,663482.0
2015-10-21,55.58,55.84,55.44,55.66,581018.0
2015-10-22,55.68,56.74,55.64,56.72,811940.0
2015-10-23,56.78,56.82,55.54,56.04,944928.0
2015-10-26,56.06,56.22,55.36,55.5,765042.0
2015-10-27,55.4,55.8,54.84,55.74,741450.0
2015-10-28,55.74,55.8,54.98,55.26,659742.0
2015-10-29,55.4,55.96,55.16,55.36,669770.0
2015-10-30,55.5,55.58,55.12,55.38,503436.0
2015-11-02,55.38,55.82,55.08,55.72,590514.0
2015-11-03,55.5,55.72,55.26,55.32,595492.0
2015-11-04,55.28,56.16,55.28,56.14,810430.0
2015-11-05,56.2,56.46,55.9,56.08,749570.0
2015-11-06,56.04,56.06,54.88,55.32,1030750.0
2015-11-09,55.32,55.4,54.92,55.24,546002.0
2015-11-10,55.38,55.46,54.88,55.44,555752.0
2015-11-11,55.34,55.36,54.3,54.38,693560.0
2015-11-12,54.36,54.86,54.32,54.68,345550.0
2015-11-13,54.5,55.14,54.36,54.76,362854.0
2015-11-16,54.52,54.88,54.26,54.5,398416.0
2015-11-17,54.56,55.0,54.16,54.94,456026.0
2015-11-18,54.86,55.08,54.54,54.68,381060.0
2015-11-19,54.8,54.94,54.04,54.24,534634.0
2015-11-20,54.14,54.98,53.64,54.94,503968.0
2015-11-23,54.82,55.54,54.74,55.12,572014.0
2015-11-24,53.72,55.64,53.36,55.46,731302.0
2015-11-25,55.36,55.7,55.04,55.56,603674.0
2015-11-26,55.46,56.84,55.28,56.12,952952.0
2015-11-27,56.1,56.46,55.96,56.46,724254.0
2015-11-30,56.3,56.44,55.4,55.88,752794.0
2015-12-01,55.98,57.26,55.92,56.48,1188834.0
2015-12-02,56.6,57.52,56.36,56.92,914098.0
2015-12-03,56.92,57.38,56.26,56.8,1040224.0
2015-12-04,56.96,57.28,56.66,56.76,1061238.0
2015-12-07,56.88,58.48,56.48,57.66,1020818.0
2015-12-08,57.72,57.8,56.26,56.56,974540.0
2015-12-09,56.4,56.46,55.54,55.76,1013716.0
2015-12-10,55.78,56.06,55.38,55.62,878730.0
2015-12-11,55.58,55.94,55.12,55.88,983776.0
2015-12-14,55.88,56.22,55.16,55.78,981652.0
2015-12-15,55.4,56.32,55.22,55.64,965874.0
2015-12-16,55.62,55.88,55.24,55.5,816432.0
2015-12-17,55.38,55.88,54.98,55.12,942942.0
2015-12-18,55.2,55.42,54.74,55.34,811840.0
2015-12-21,55.52,56.22,55.3,56.2,825378.0
2015-12-22,56.14,56.56,55.98,56.3,708270.0
2015-12-23,56.36,56.48,55.82,56.24,595254.0
2015-12-24,56.36,56.74,56.12,56.22,633484.0
2015-12-25,56.2,56.48,56.12,56.4,377530.0
2015-12-28,56.28,56.54,55.76,55.84,434798.0
2015-12-29,55.62,56.62,55.48,56.58,628456.0
2015-12-30,56.46,57.3,56.4,57.18,1132472.0
2015-12-31,57.02,57.32,56.86,57.24,640058.0
